w,频数,左信息熵,右信息熵,右右信息熵,凝聚度
事故,213,2.224900406884467,2.0182918353555905,4.243192242240058,186.13431192660553
我們,734,2.406597614465314,3.4725879349010356,5.879185549366349,185.47303423473917
關閉,88,1.710791375057183,1.710791375057183,3.421582750114366,183.30354112316775
沒有,476,2.6664221048954837,3.563969865555728,6.230391970451212,180.7982476930767
科技公司,64,1.3080537220151955,1.3080537220151955,2.616107444030391,180.27060729621778
要求,229,1.7189246512565952,2.59435836664262,4.313283017899215,180.12951370715425
保持,267,2.103499966817695,2.1685950748541583,4.272095041671854,179.456267143709
變得,304,2.517735834598716,1.8736082747179656,4.391344109316682,179.05677099300465
雙方,101,1.5301716715447025,1.8378613056477646,3.368032977192467,177.73804976294684
任何,102,2.0269086756561614,2.1632269615191237,4.190135637175285,175.73887833038657
共同,205,2.1835541435449195,2.212649277681149,4.396203421226069,174.6527957994351
利益,254,1.884486642910986,1.6150052344349497,3.499491877345936,173.8409922601121
軍事,199,1.9566110113713506,2.116835987782192,4.073446999153543,172.94812377917137
法案,221,1.3229119000346117,1.4519871523405714,2.774899052375183,170.1979247328481
專家,332,2.2855999270031297,2.2010182672955794,4.486618194298709,169.3678836521634
奧運,104,1.8982521338433718,1.8157622922802235,3.7140144261235952,167.38407644070017
暴力,97,2.199835956037768,1.8165628930763276,4.016398849114095,166.9472944841171
數十,113,1.947797300248456,1.524411257315514,3.4722085575639703,166.9427413629264
西方,422,2.611535389849977,2.8483536957027464,5.459889085552724,166.69336079299705
看起來,59,1.6883392120269338,1.8534462572361436,3.5417854692630772,166.40944881889763
方式,264,2.2543354931655544,1.5141230026290686,3.768458495794623,166.0556370921388
困難,50,1.3189364475822436,1.3189364475822436,2.637872895164487,165.8804599505514
科學家,115,1.5701935022177818,2.001251789614947,3.571445291832729,165.4324853228963
年輕,308,1.9189880797517156,1.74999417130546,3.6689822510571757,163.5138561149498
明星,55,1.6476058661858897,1.3255529757996478,2.9731588419855375,162.5472073276785
危險,44,1.7513477339488555,1.3469635685494608,3.098311302498316,162.5008710278128
目前,385,1.5141379382375029,2.714779717308597,4.2289176555461,162.47387272704583
爆發,74,1.6292405096647222,1.3172292836559172,2.9464697933206394,162.3498390947784
投資者,248,1.8502980431371299,2.0529723395417308,3.9032703826788606,161.21225263465482
首次,55,1.430219987667537,1.4943192940228818,2.9245392816904188,161.1548993102492
交易,88,1.3308868253164485,1.567187000507339,2.8980738258237873,158.75051082195657
確保,61,1.351121788137276,1.4060561663477942,2.75717795448507,157.87817833907388
擁有,209,2.2235333066967278,1.7278893858353128,3.9514226925320406,156.38965915943328
地區,263,2.037459669457767,2.506510714455866,4.543970383913633,156.05505066900636
超越,98,1.430614408106625,1.430614408106625,2.86122881621325,155.81500498410728
戰爭,389,2.712215420181975,2.4338181408034822,5.146033560985457,154.37157942792226
該地區,84,1.5306916044167285,1.4440676595413335,2.9747592639580622,153.9563293214703
被視為,44,1.4493357706909245,1.4493357706909245,2.898671541381849,153.69070418461473
性別,129,1.635217686906351,1.7536728553801921,3.388890542286543,152.7250879680689
擴大,127,2.03507682133998,1.877632969172583,3.9127097905125634,152.55465522324965
成功,96,1.7310112172605587,1.8172793873241095,3.5482906045846683,151.9385539969389
意義,121,1.9296489520783933,1.3972469846210678,3.326895936699461,151.64644487932156
可能,1260,3.558532426415166,3.3775121938518913,6.936044620267057,149.7403434042037
各種,103,1.8641514498768719,1.972849891259168,3.83700134113604,148.7442243836816
產品,180,2.4876499962121654,2.2776872040297995,4.765337200241965,148.46251600707362
以及,787,1.8306924899251433,3.506927792483231,5.337620282408374,148.44813129872085
大陸,143,1.4462348561239746,1.6458240659613552,3.0920589220853296,145.82908704883226
過去,255,1.9430565734739242,2.014529323295279,3.9575858967692032,145.0919921250568
針對,94,1.933275898231546,1.862415310986327,3.795691209217873,144.1056893245259
文件,81,1.726809095686272,1.7906417927316935,3.5174508884179656,143.5855626326964
情報,221,2.023714547707855,1.8479079200733257,3.871622467781181,142.3657071770736
期間,331,2.0918547242042385,2.1028397466783004,4.194694470882538,141.31698186342868
等待,58,1.4401020865863352,1.5045963372639792,2.9446984238503147,140.7038077302484
運動,382,2.8486765185934866,1.8123053393435011,4.660981857936988,140.4922225213247
決定,110,1.94953120117227,2.0558646016815256,4.005395802853796,140.46236924587438
真正,187,2.2383972777507406,1.941541918738011,4.179939196488752,138.85140096618358
日本,497,1.8169116530925025,2.880277504188189,4.697189157280691,138.45772862930548
許多,415,2.1300198478899555,3.1340380340620286,5.2640578819519845,137.866092919528
這座城市,73,1.695063201786263,1.695063201786263,3.390126403572526,137.76376827770957
創造,133,1.7857488695561294,1.4607108167330343,3.246459686289164,135.35041171088747
找到,98,1.942507382524091,1.7449113456587537,3.6874187281828448,133.98880802199577
之間,464,2.1455278456484357,2.2635799639483274,4.4091078095967635,133.91555830577187
重要,479,2.474162766311858,2.1791999263370916,4.653362692648949,133.63214214407466
參加,160,2.235354531826795,2.049278231440671,4.2846327632674654,133.012188001303
完全,31,1.729318471343325,1.729318471343325,3.45863694268665,131.94949838248806
流感,128,1.5313577429631124,1.6137725037214206,3.1451302466845332,130.71445569910787
進行,585,3.1617491380857268,2.8854686775533183,6.047217815639045,130.67266475758265
委員會,10,1.6094379124341,2.1639556568820564,3.7733935693161564,129.59432787199387
建設,155,1.3427875443159651,1.3427875443159651,2.6855750886319303,129.44014244947402
自由,399,2.696834882798592,2.525075252299067,5.221910135097659,126.70926576981213
遭到,165,1.9217095297100308,1.8957878000521016,3.8174973297621326,126.00216802168023
不斷,245,2.6392953643246626,2.413692841648437,5.052988205973099,125.98318100944358
引發,550,2.9769410552212943,1.525924228639155,4.50286528386045,124.60016293628335
帶來,716,3.099123019734606,2.3066687515805295,5.405791771315135,124.50278511424315
生活,587,2.534269606353955,2.2503405773018494,4.784610183655804,124.1940472860898
明確,56,1.7181828923669846,1.4973738141749882,3.215556706541973,123.01537362155491
該公司,204,1.6055922366127695,2.236624485947385,3.8422167225601545,122.4584145874922
基金,44,1.6244149365346172,1.7452229470105245,3.369637883545142,122.39399149398244
承受,100,1.4941469613656166,1.5152943757808146,3.0094413371464315,121.67611234054803
法院,71,1.5360898755325283,1.7703931478344819,3.30648302336701,121.57786420353267
愈發,86,1.5450398487321744,1.5450398487321744,3.0900796974643487,118.83513681388735
影片,164,2.114025469815864,2.373350422243548,4.487375892059411,117.77917102055034
商業,202,1.7076494384250904,1.943485353796889,3.6511347922219795,117.14531110653769
時尚,106,1.9082223842998822,2.0782396172674162,3.9864620015672987,116.98193211488251
超過,110,2.2520629965454986,1.608344743254751,3.86040773980025,115.90016514504721
製作,170,1.8637803737472747,2.0795939363259706,3.9433743100732452,115.33572761381193
認為,451,2.7262777119181747,2.3677127760707104,5.093990487988885,114.33050398912042
造成,408,2.4271224434559664,2.390896453250064,4.818018896706031,114.0234207831557
利用,323,2.0750598193151832,2.2969524324799084,4.372012251795091,113.04926448973845
普通,137,1.577844433650176,1.544744532868902,3.122588966519078,112.85855445872595
警署,5,1.3321790402101223,1.6094379124341005,2.941616952644223,112.45227801795808
活動,451,2.9783521326964597,2.4750818079601586,5.453433940656618,111.98342236761428
比亞,76,1.6928223862875278,1.7361886608402162,3.429011047127744,111.93797423142928
部分,189,1.9006582115936173,2.286697170319924,4.187355381913541,111.5480355366275
被迫,66,1.4589857288653965,1.4589857288653965,2.917971457730793,111.16758444974108
數量,129,1.473872590601783,1.834945265399454,3.3088178560012373,110.62017231869449
情節,79,1.5632410481104129,1.5632410481104129,3.1264820962208257,110.186877415576
實現,170,2.409820571286661,2.3203500295507054,4.730170600837367,109.48121414117368
賽場,40,1.3721443232369888,1.3721443232369888,2.7442886464739775,109.03474405481661
學習,84,1.7401271140410703,1.7401271140410703,3.4802542280821407,108.21432490094485
變成了,56,1.4679299350804185,1.4679299350804185,2.935859870160837,107.46701399234406
公眾,147,2.058380201961094,1.7452532713900444,3.8036334733511383,107.39600725952813
當地,350,2.069811075274041,2.492350083812491,4.562161159086532,107.02694881533732
展現了,51,1.4399735247525793,1.4399735247525793,2.8799470495051587,106.93394348642967
工作,534,2.9995635941699206,2.5056521302419816,5.505215724411903,106.82906535089278
突然,67,1.4881122250941163,1.4343441509506292,2.9224563760447455,106.26725767489857
導演,83,1.4918394258673542,1.5352425700554704,3.0270819959228246,105.82938159879336
出售,126,1.3328889448275698,1.3328889448275698,2.6657778896551396,105.33299710746866
創始人,53,1.324542860562179,1.324542860562179,2.649085721124358,105.14427860696519
人工智慧,219,2.4105739823124184,2.323191863271284,4.733765845583703,105.14427860696517
參與,144,1.9080173696437988,1.3631911823147718,3.2712085519585705,104.95820660667134
更多,988,2.080640726601836,3.5458087137022156,5.626449440304052,104.36151991103446
增加,323,2.348939417764648,2.339920751013956,4.688860168778604,104.10832476650323
前往,42,1.5205843352549104,1.7525204225726103,3.2731047578275207,102.80165038002171
讓我們,101,1.7759543701931946,1.7759543701931946,3.551908740386389,102.71380021774304
生育,150,1.9163155421777818,1.7368142639792157,3.6531298061569975,102.38039009089202
代表,282,2.039600018648205,1.7977405964524735,3.837340615100678,101.9375428607775
凸顯出,77,1.5874627048497867,1.5874627048497867,3.1749254096995734,101.80281513919299
個月,261,1.4265986075788664,1.4300009726491711,2.8565995802280373,100.31163859633969
